,bands,labels
216,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip100.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip103.tif
217,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip103.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip56.tif
218,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip116.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip206.tif
219,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip91.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip89.tif
220,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip144.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip121.tif
221,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip147.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip42.tif
222,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip179.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip145.tif
223,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip91.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip5.tif
224,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip98.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip104.tif
225,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip254.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip70.tif
226,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip28.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip82.tif
227,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip202.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip180.tif
228,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip39.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip116.tif
229,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip89.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip79.tif
230,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip255.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip75.tif
231,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip150.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip129.tif
232,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip91.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip220.tif
233,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip149.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip161.tif
234,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip60.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip226.tif
235,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip133.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip168.tif
236,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip80.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip152.tif
237,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip38.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip174.tif
238,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip179.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip80.tif
239,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip147.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip216.tif
240,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip73.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip150.tif
241,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip178.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip59.tif
242,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip166.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip88.tif
243,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip153.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip35.tif
244,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip77.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip160.tif
245,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip35.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip205.tif
246,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip134.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip66.tif
247,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip228.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip139.tif
248,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip182.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip239.tif
249,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip236.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip107.tif
250,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip29.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip80.tif
251,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip111.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip96.tif
252,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip221.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip168.tif
253,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip82.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip113.tif
254,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip169.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip52.tif
255,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip152.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip68.tif
256,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip23.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip107.tif
257,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip279.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip223.tif
258,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip228.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip204.tif
259,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip82.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip151.tif
260,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip108.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip252.tif
261,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip44.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip150.tif
262,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip226.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip68.tif
263,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip177.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip39.tif
264,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip232.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip172.tif
265,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip71.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip97.tif
266,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip156.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip70.tif
267,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip88.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip88.tif
268,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip209.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip148.tif
269,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip92.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip290.tif
270,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip12.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip64.tif
271,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip44.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip85.tif
272,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip131.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip125.tif
273,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip124.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip144.tif
274,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip73.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip125.tif
275,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip20.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip194.tif
276,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip99.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip144.tif
277,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip127.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip221.tif
278,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip175.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip200.tif
279,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip87.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip154.tif
280,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip161.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip155.tif
281,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip42.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip113.tif
282,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip15.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip231.tif
283,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip145.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip83.tif
284,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip268.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip56.tif
285,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip235.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip235.tif
286,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip72.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip207.tif
287,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip96.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip230.tif
288,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip206.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip106.tif
289,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip14.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip89.tif
290,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip143.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip58.tif
291,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip245.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip258.tif
292,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip142.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip122.tif
293,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip110.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip22.tif
294,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip34.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip210.tif
295,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip109.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip159.tif
296,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip41.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip202.tif
297,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip53.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip93.tif
298,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip157.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip33.tif
299,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip77.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip169.tif
300,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip64.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip240.tif
301,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip150.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip7.tif
302,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip248.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip60.tif
303,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip60.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip41.tif
304,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip221.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip128.tif
305,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip43.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip71.tif
306,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip256.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip246.tif
307,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip35.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip127.tif
308,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip132.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip256.tif
309,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip211.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip74.tif
310,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip134.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip82.tif
311,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip255.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip266.tif
312,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip237.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip12.tif
313,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip212.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip120.tif
314,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip146.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip100.tif
315,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip52.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip141.tif
316,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip70.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip156.tif
317,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip101.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip178.tif
318,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip269.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip272.tif
319,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip158.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip117.tif
320,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip267.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip79.tif
321,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip1.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip132.tif
322,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip74.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip124.tif
323,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip251.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip148.tif
