,bands,labels
2806,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip181.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip181.tif
2807,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip263.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip263.tif
2808,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_126053_20180224_20180308_01_T1_band_chip504.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_126053_20180224_20180308_01_T1_label_chip504.tif
2809,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_4420_5330.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_4420_5330.tif
2810,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip92.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip92.tif
2811,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128057_20171017_20171024_01_T1_band_chip57.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128057_20171017_20171024_01_T1_label_chip57.tif
2812,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_118065_20180710_20180717_01_T1_band_chip67.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_118065_20180710_20180717_01_T1_label_chip67.tif
2813,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip360.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip360.tif
2814,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_114063_20181002_20181010_01_T1_band_chip189.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_114063_20181002_20181010_01_T1_label_chip189.tif
2815,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_114063_20181002_20181010_01_T1_band_chip82.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_114063_20181002_20181010_01_T1_label_chip82.tif
2816,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip599.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip599.tif
2817,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip341.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip341.tif
2818,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_bands/LC08_L1TP_121064_20180715_20180730_01_T1_band_chip13.tif,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_label/LC08_L1TP_121064_20180715_20180730_01_T1_label_chip13.tif
2819,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_122060_20180212_20200902_02_T1_band_chip_11960_10010.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_122060_20180212_20200902_02_T1_label_chip_11960_10010.tif
2820,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip112.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip112.tif
2821,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip910.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip910.tif
2822,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_116058_20180813_20200831_02_T1_band_chip_1690_6760.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_116058_20180813_20200831_02_T1_label_chip_1690_6760.tif
2823,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip200.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip200.tif
2824,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_126045_20181006_20181010_01_T1_band_chip10.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_126045_20181006_20181010_01_T1_label_chip10.tif
2825,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip16.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip16.tif
2826,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_148046_20190325_20190403_01_T1_band_chip10.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_148046_20190325_20190403_01_T1_label_chip10.tif
2827,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_4680_4420.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_4680_4420.tif
2828,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_12480_7020.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_12480_7020.tif
2829,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip264.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip264.tif
2830,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_4680_4810.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_4680_4810.tif
2831,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_2990_6110.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_2990_6110.tif
2832,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_114063_20181002_20181010_01_T1_band_chip462.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_114063_20181002_20181010_01_T1_label_chip462.tif
2833,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_130056_20180815_20180828_01_T1_band_chip182.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_130056_20180815_20180828_01_T1_label_chip182.tif
2834,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_126054_20180312_20180320_01_T1_band_chip45.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_126054_20180312_20180320_01_T1_label_chip45.tif
2835,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip39.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip39.tif
2836,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_4420_4810.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_4420_4810.tif
2837,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_13000_6630.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_13000_6630.tif
2838,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_1820_5720.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_1820_5720.tif
2839,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_11180_2470.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_11180_2470.tif
2840,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_11180_3770.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_11180_3770.tif
2841,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_114063_20181002_20181010_01_T1_band_chip285.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_114063_20181002_20181010_01_T1_label_chip285.tif
2842,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_129051_20180213_20180222_01_T1_band_chip187.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_129051_20180213_20180222_01_T1_label_chip187.tif
2843,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip492.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip492.tif
2844,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip212.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip212.tif
2845,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_2990_4680.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_2990_4680.tif
2846,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_126054_20180312_20180320_01_T1_band_chip125.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_126054_20180312_20180320_01_T1_label_chip125.tif
2847,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_12090_2730.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_12090_2730.tif
2848,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_11960_4420.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_11960_4420.tif
2849,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_119033_20180311_20200901_02_T1_band_chip_6110_4940.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_119033_20180311_20200901_02_T1_label_chip_6110_4940.tif
2850,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_12870_2340.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_12870_2340.tif
2851,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip169.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip169.tif
2852,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1309.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1309.tif
2853,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip199.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip199.tif
2854,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_10790_2470.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_10790_2470.tif
2855,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129055_20190304_20190309_01_T1_band_chip279.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129055_20190304_20190309_01_T1_label_chip279.tif
2856,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip129.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip129.tif
2857,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip593.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip593.tif
2858,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_126054_20180312_20180320_01_T1_band_chip215.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_126054_20180312_20180320_01_T1_label_chip215.tif
2859,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip223.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip223.tif
2860,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip407.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip407.tif
2861,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_4290_6500.tif,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_4290_6500.tif
2862,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip87.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip87.tif
2863,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_126045_20181006_20181010_01_T1_band_chip259.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_126045_20181006_20181010_01_T1_label_chip259.tif
2864,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip179.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip179.tif
2865,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip127.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip127.tif
2866,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1697.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1697.tif
2867,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_119035_20180802_20200831_02_T1_band_chip_2730_3770.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_119035_20180802_20200831_02_T1_label_chip_2730_3770.tif
2868,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_119033_20180311_20200901_02_T1_band_chip_7410_3640.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_119033_20180311_20200901_02_T1_label_chip_7410_3640.tif
2869,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip285.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip285.tif
2870,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_114063_20181002_20181010_01_T1_band_chip76.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_114063_20181002_20181010_01_T1_label_chip76.tif
2871,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_127052_20190101_20190130_01_T1_band_chip15.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_127052_20190101_20190130_01_T1_label_chip15.tif
2872,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip199.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip199.tif
2873,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip313.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip313.tif
2874,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip258.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip258.tif
2875,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_126054_20180312_20180320_01_T1_band_chip17.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_126054_20180312_20180320_01_T1_label_chip17.tif
2876,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_121064_20180715_20180730_01_T1_band_chip127.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_121064_20180715_20180730_01_T1_label_chip127.tif
2877,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142054_20180107_20180119_01_T1_band_chip141.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142054_20180107_20180119_01_T1_label_chip141.tif
2878,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_121064_20180715_20180730_01_T1_band_chip163.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_121064_20180715_20180730_01_T1_label_chip163.tif
2879,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129055_20190304_20190309_01_T1_band_chip287.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129055_20190304_20190309_01_T1_label_chip287.tif
2880,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125054_20170214_20200905_02_T1_band_chip_3900_5590.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125054_20170214_20200905_02_T1_label_chip_3900_5590.tif
2881,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip326.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip326.tif
2882,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip248.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip248.tif
2883,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip258.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip258.tif
2884,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_126045_20181006_20181010_01_T1_band_chip253.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_126045_20181006_20181010_01_T1_label_chip253.tif
2885,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip416.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip416.tif
2886,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129055_20190304_20190309_01_T1_band_chip234.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129055_20190304_20190309_01_T1_label_chip234.tif
2887,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1280.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1280.tif
2888,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip7.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip7.tif
2889,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128051_20180206_20180221_01_T1_band_chip207.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128051_20180206_20180221_01_T1_label_chip207.tif
2890,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip317.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip317.tif
2891,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_10400_3770.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_10400_3770.tif
2892,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_13390_6370.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_13390_6370.tif
2893,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_118065_20180710_20180717_01_T1_band_chip46.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_118065_20180710_20180717_01_T1_label_chip46.tif
2894,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_11700_3250.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_11700_3250.tif
2895,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_bands/LC08_L1TP_126054_20180312_20180320_01_T1_band_chip374.tif,/workspace/_libs/dl_library/integrated mangrove/pond_integrated mangrove_label/LC08_L1TP_126054_20180312_20180320_01_T1_label_chip374.tif
2896,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_117058_20180905_20200831_02_T1_band_chip_10920_2730.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_117058_20180905_20200831_02_T1_label_chip_10920_2730.tif
2897,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_128057_20171017_20171024_01_T1_band_chip120.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_128057_20171017_20171024_01_T1_label_chip120.tif
2898,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_bands/LC08_L1TP_123063_20180323_20180403_01_T1_band_chip14.tif,/workspace/_libs/dl_library/smallholder extensive AP/pond_smallholder extensive AP_label/LC08_L1TP_123063_20180323_20180403_01_T1_label_chip14.tif
2899,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_126054_20180312_20180320_01_T1_band_chip263.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_126054_20180312_20180320_01_T1_label_chip263.tif
2900,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_142049_20190315_20190325_01_T1_band_chip94.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_142049_20190315_20190325_01_T1_label_chip94.tif
2901,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_129055_20190304_20190309_01_T1_band_chip274.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_129055_20190304_20190309_01_T1_label_chip274.tif
2902,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip1160.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip1160.tif
2903,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_bands/LC08_L1TP_126053_20180224_20180308_01_T1_band_chip229.tif,/workspace/_libs/dl_library/long lot extensive/pond_long lot extensive_label/LC08_L1TP_126053_20180224_20180308_01_T1_label_chip229.tif
2904,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip113.tif,/workspace/_libs/dl_library/ecuador extensive/pond_ecuador extensive_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip113.tif
2905,/workspace/_libs/dl_library/intensive/pond_intensive_bands/LC08_L1TP_125053_20181031_20181115_01_T1_band_chip510.tif,/workspace/_libs/dl_library/intensive/pond_intensive_label/LC08_L1TP_125053_20181031_20181115_01_T1_label_chip510.tif
